source,xmlPath,metric,rawMetric,value
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/lines_of_code[4],lines_of_code,lines_of_code,47.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/McCabes_cyclomatic_complexity[2],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,138.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/lines_of_code[0],lines_of_code,lines_of_code,1347.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[5]/McCabes_cyclomatic_complexity[4],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[5]/lines_of_comment[3],lines_of_comment,lines_of_comment,12.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[5]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[4]/McCabes_cyclomatic_complexity[4],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[4]/lines_of_comment[3],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[4]/lines_of_code[2],lines_of_code,lines_of_code,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[3]/McCabes_cyclomatic_complexity[4],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[3]/lines_of_comment[3],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[3]/lines_of_code[2],lines_of_code,lines_of_code,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[2]/McCabes_cyclomatic_complexity[4],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/cccc.xml,CCCC_Project/other_extents[5]/rejected_extent[2]/lines_of_comment[3],lines_of_comment,lines_of_comment,14.0
